Name,RAJ2000,DEJ2000,Type1,Type2,mag1,Orb.Per,Distance,5%,95%
J1605+2405  , 16 05 48.0  , +24 05 31   ,DN,SU,19.26,0.053000,404.32,66.49,97.78
J2141+0507  , 21 41 40.4  , +05 07 30   ,DN,  ,19.06,0.053000,267.05,47.23,75.51
PHL 1445    , 02 42 42.9  , -11 46 45   ,DN,BD,17.52,0.052985,245.80,12.06,14.22
J0557+6832  , 05 57 18.5  , +68 32 27   ,DN,SU,18.29,0.052900,710.92,114.80,163.74
J1944+4912  , 19 44 19.3  , +49 12 57   ,DN,SU,20.53,0.052816,3617.25,2367.57,4649.62
CT Tri      , 02 38 39.1  , +35 56 49   ,DN,SU, nan,0.052810,nan,nan,nan
V1265 Tau   , 03 29 12.3  , +12 50 18   ,DN,SU, nan,0.052800,nan,nan,nan
J2327+0855  , 23 27 27.2  , +08 55 39   ,DN,SU, nan,0.052770,nan,nan,nan
J0811-1227  , 08 11 50.6  , -12 27 51   ,DN,SU, nan,0.049320,nan,nan,nan
V574 Pup    , 07 41 53.6  , -27 06 38   ,Na,  ,18.80,0.047200,4062.77,2116.02,4852.39
OV Boo      , 15 07 22.3  , +52 30 40   ,DN,ZZ,18.23,0.046258,212.21,10.08,10.91
J1122-1110  , 11 22 53.3  , -11 10 38   ,DN,SU,20.33,0.045300,3056.29,2123.10,4766.70
V396 Hya    , 13 12 46.9  , -23 21 31   ,AC,NL, nan,0.045190,nan,nan,nan
J1740+4147  , 17 40 33.5  , +41 47 56   ,DN,SU,19.68,0.045048,725.04,231.25,650.73
EI Psc      , 23 29 54.3  , +06 28 11   ,DN,SU,15.91,0.044567,152.75,2.61,2.62
V418 Ser    , 15 14 53.6  , +02 09 35   ,DN,SU,20.19,0.044000,3654.71,2284.34,4594.93
J2333-1557  , 23 33 13.0  , -15 57 44   ,DN,SU,19.83,0.042830,3968.61,2438.79,4962.06
J1137+4054  , 11 37 32.3  , +40 54 58   ,AC,NL,19.16,0.041000,210.36,20.77,25.62
V485 Cen    , 12 57 23.3  , -33 12 07   ,DN,SU,17.81,0.040995,334.01,47.10,64.40
J1940+4632  , 19 40 16.2  , +46 32 48   ,DN,  ,20.00,0.039276,2716.08,1591.16,4386.71
J1552+3201  , 15 52 52.5  , +32 01 51   ,AC,NL,20.52,0.039078,692.65,323.24,2805.50
1108+5728   , 11 11 26.8  , +57 12 39   ,DN,SU,18.93,0.038449,590.22,63.23,91.02
J1642+1934  , 16 42 28.1  , +19 34 10   ,AC,NL,20.40,0.038000,3625.90,2367.67,5115.99
J1208+3550  , 12 08 42.0  , +35 50 25   ,AC,NL,18.87,0.036800,206.60,25.86,33.52
J1028-0819  , 10 28 42.9  , -08 19 27   ,DN,SU,19.36,0.036200,829.10,243.49,694.98
J1505+0659  , 15 05 51.6  , +06 59 49   ,AC,NL,19.12,0.035000,162.21,17.45,22.85
J1611+6308  , 16 11 34.0  , +63 08 32   ,AC,DN,18.13,0.034521,259.98,16.41,19.05
J0354-1652  , 03 54 10.3  , -16 52 50   ,NL,AM,17.39,0.033600,324.79,20.11,22.48
J0902+3819  , 09 02 21.4  , +38 19 42   ,AC,DN,20.16,0.033550,2007.25,1533.33,4612.33
J0450-0931  , 04 50 19.8  , -09 31 13   ,AC,DN, nan,0.032830,nan,nan,nan
GP Com      , 13 05 42.9  , +18 01 03   ,AC,NL, nan,0.032339,nan,nan,nan
J0437+3702  , 04 37 58.8  , +37 02 59   ,DN,SU,20.26,0.032000,3244.97,2267.76,5036.00
J1411+4812  , 14 11 18.3  , +48 12 58   ,AC,NL,19.59,0.032000,451.04,85.28,139.89
J2348+2502  , 23 48 43.2  , +25 02 50   ,AC,DN,20.20,0.032000,1507.11,1123.43,4813.49
J0804+1616  , 08 04 49.5  , +16 16 25   ,AC,NL,18.36,0.030900,934.90,234.88,533.73
J1525+3600  , 15 25 09.6  , +36 00 55   ,AC,NL,19.67,0.030800,567.19,118.15,214.57
J0713+2055  , 07 13 27.3  , +20 55 54   ,AC,DN,18.01,0.028139,247.04,11.61,12.66
J0255-4750  , 02 55 33.3  , -47 50 42   ,AC,DN,16.40,0.027808,255.14,5.38,5.53
J1721+2733  , 17 21 02.5  , +27 33 01   ,AC,DN,20.30,0.027000,3152.95,2042.98,4622.60
J0129+3842  , 01 29 40.1  , +38 42 10   ,AC,DN,19.93,0.026080,797.24,368.34,2718.74
J1240-0159  , 12 40 58.0  , -01 59 19   ,AC,NL,19.63,0.025941,1468.71,959.64,4249.02
V558 Vir    , 14 27 01.6  , -01 23 10   ,AC,DN,20.47,0.025390,3386.86,2443.71,4992.01
J1730+5545  , 17 30 47.6  , +55 45 19   ,AC,DN,20.09,0.024400,1885.33,1036.24,4053.79
J0435+0029  , 04 35 17.7  , +00 29 41   ,AC,DN, nan,0.024000,nan,nan,nan
V406 Hya    , 09 05 54.8  , -05 36 09   ,AC,DN,20.29,0.023470,2513.27,1913.13,4814.73
J0943+1029  , 09 43 29.6  , +10 29 58   ,AC,DN, nan,0.021000,nan,nan,nan
J1538-3035  , 15 38 38.2  , -30 35 49   ,AC,DN, nan,0.020000,nan,nan,nan
CP Eri      , 03 10 32.8  , -09 45 05   ,AC,DN,20.00,0.019692,3625.39,2394.95,4767.84
YZ LMi      , 09 26 38.7  , +36 24 02   ,AC,DN,19.30,0.019661,1204.21,692.39,4066.97
J0208+3732  , 02 08 04.2  , +37 32 17   ,AC,DN,17.82,0.019300,453.55,48.43,60.44
J0719+4858  , 07 19 12.1  , +48 58 35   ,AC,DN,18.81,0.018590,1234.04,490.22,2016.53
V803 Cen    , 13 23 44.5  , -41 44 30   ,AC,DN, nan,0.018480,nan,nan,nan
J1832-0840  , 18 32 19.3  , -08 40 30   ,NL,IP,19.24,0.017966,2257.91,1497.04,4453.91
KL Dra      , 19 24 38.3  , +59 41 47   ,AC,DN,19.05,0.017382,1044.06,216.21,360.94
CR Boo      , 13 48 55.3  , +07 57 35   ,AC,DN, nan,0.017029,nan,nan,nan
J2139-5959  , 21 39 48.2  , -59 59 32   ,AC,DN,16.69,0.016000,1065.46,159.21,212.59
J1919+4815  , 19 19 05.2  , +48 15 06   ,AC,DN,19.86,0.015594,3064.86,1718.75,4531.02
HP Lib      , 15 35 53.1  , -14 13 12   ,AC,NL,13.62,0.012763,276.33,6.25,6.74
AM CVn      , 12 34 54.6  , +37 37 43   ,AC,NL,14.08,0.011907,298.60,6.65,6.63
J1908+3940  , 19 08 17.1  , +39 40 36   ,AC,NL,16.26,0.011033,1056.95,80.73,100.37
ES Cet      , 02 00 52.2  , -09 24 32   ,AC,NL,16.86,0.007178,1841.91,467.24,885.21
V407 Vul    , 19 14 26.1  , +24 56 43   ,AC,NL,19.38,0.006590,4337.93,2363.01,4633.04
HM Cnc      , 08 06 23.0  , +15 27 31   ,AC,NL, nan,0.003721,nan,nan,nan
J0043+4117  , 00 43 19.8  , +41 17 58   ,NL,IP,19.33,0.000000,1343.91,977.87,4597.41
J0614+1704  , 06 14 12.3  , +17 04 33   ,NL,IP,17.13,0.000000,1762.77,399.87,708.29
J1740-3014  , 17 40 35.6  , -30 14 16   ,NL,IP, nan,0.000000,nan,nan,nan
J1748-2807  , 17 48 16.9  , -28 07 50   ,NL,IP,19.01,0.000000,3506.47,1932.61,4832.08
J1803-3000  , 18 03 54.5  , -30 00 06   ,NL,IP, nan,0.000000,nan,nan,nan
J1804-2739  , 18 04 30.4  , -27 39 32   ,NL,IP,17.06,0.000000,3687.51,1629.18,3833.39
J1804-1456  , 18 04 38.9  , -14 56 47   ,NL,IP,19.19,0.000000,3899.69,2173.11,4414.71
J2138+5544  , 21 38 50.0  , +55 44 05   ,NL,IP,18.11,0.000000,4276.06,1870.61,3856.23
J2224+17    , 22 24 00.0  , +17 00 00   ,NL,IP, nan,0.000000,nan,nan,nan
