Name,RA_Simbad,DEC_Simbad
RX J1437.0+2342                                                                       ,14 37 03.3786856688,+23 42 27.847016027
V842 Cen,14 35 52.5682041151,-57 37 35.390187763
OR And,14 35 00.2223280080,-00 46 06.261311447
NOVA Lup 1993                                                       ,14 31 50.20        ,-51 10 33.1        
2QZ J143039.4-020601                                                                       ,14 30 39.4131059534,-02 06 01.068645013
GY Hya,14 30 30.4714098452,-25 52 37.988136920
SDSS J142955.86+414516.8                                              ,14 29 55.864       ,+41 45 16.87       
V895 Cen,14 29 27.1968999776,-38 04 09.582441495
2QZ J142833.5+003100                                                                       ,14 28 33.4389491402,+00 31 00.453994130
V558 Vir                                                           ,14 27 01.5904311460,-01 23 10.224938451
2QZ J142438.9-022739                                            ,14 24 38.94        ,-02 27 39.3        
DD Cir,14 23 23.41        ,-69 08 45.2        
2QZ J142256.3-022108                                                            ,14 22 56.3146804079,-02 21 07.986695458
CXO J141430.1-651621                          ,14 14 30.10        ,-65 16 23.3        
T Boo,14 14 07.0,+19 04 00
SGT2004 J141312.24-652014.0                                            ,14 13 12.24        ,-65 20 14.0        
V504 Cen,14 12 49.0691831725,-40 21 36.846704272
SDSS J141118.31+481257.6                                                            ,14 11 18.3211338976,+48 12 57.515403663
V834 Cen,14 09 07.2853539143,-45 17 16.015131476
CT Boo                                                       ,14 08 20.91        ,+53 30 40.2        
Z Aps                                                                       ,14 06 54.8213736461,-71 22 16.720203909
AB Boo,14 06 47.,+20 48 25.
PG 1403-111                                                                       ,14 06 01.7296603448,-11 18 32.310049302
2QZ J140321.8-014651                                                       ,14 03 21.90        ,-01 46 50.4        
DR Uma,13 59 05.7,+55 44 29
BW Cir                                                         ,13 58 09.700       ,-64 44 05.80       
V1039 Cen,13 55 41.27        ,-64 15 57.9        
V891 Cen                                                    ,13 50 29.1         ,-48 02 50          
NOVA Cen 1991                                                       ,13 50 10.60        ,-63 08 52.0        
V890 Cen                                                    ,13 49 31.8         ,-47 54 40          
CR Boo,13 48 55.1859261603,+07 57 35.927051968
HS Vir,13 43 38.4379234208,-08 14 03.888786346
RX J1342.1+2822                                                       ,13 42 09.75        ,+28 22 47.5        
V355 UMa                                                           ,13 39 41.1393945102,+48 47 27.466656359
UX UMa,13 36 40.9533414077,+51 54 49.424110262
GD 325B                                                                       ,13 36 02.1019669004,+48 28 47.184859169
SDSS J133540.76+050722.5                                                                       ,13 35 40.7593986882,+05 07 22.734329175
THA 17-52                                                                       ,13 35 29.9319147421,-64 45 43.323541193
LY Hya,13 31 53.8843527366,-29 40 59.087424985
BV Cen,13 31 19.5106066705,-54 58 33.654781044
NSV  6278                                                                       ,13 29 33.6384685177,+47 14 03.352139330
2MASS J13285639+8326179                                                                       ,13 28 56.4487278817,+83 26 17.833829071
OZ Dra                                                           ,13 27 23.3832700,+65 28 54.312174230
2XMM J132653.5-472900                                                       ,13 26 53.50        ,-47 29 01.0        
2XMM J132652.1-472935                                                       ,13 26 52.16        ,-47 29 35.7        
2MASS J13263844-4719597                                                                       ,13 26 38.4422694825,-47 19 59.698644297
CXOHCD J132626.59-472634.6                                                       ,13 26 26.59        ,-47 26 34.6        
QZ Ser,13 26 23.44        ,-82 19 43.4        
PZ Vir                                                           ,13 24 11.5588595574,+03 20 50.504327335
V803 Cen,13 23 44.5334901172,-41 44 29.260966080
HV Vir,13 21 03.1665682309,+01 53 29.071215583
NOVA Cen 2005                                                       ,13 20 49.74        ,-62 37 50.5        
V840 Cen                                                                       ,13 20 49.4621524652,-55 50 14.559905122
2MASS J13202779+8749014                                                                       ,13 20 27.7562432678,+87 49 01.470858655
SBSS 1316+577A                                                                       ,13 18 00.6665092472,+57 28 03.887317865
PG 1316+678                                                                       ,13 17 51.7175453332,+67 31 59.311972287
PG 1315-123                                                                       ,13 17 39.2102624247,-12 32 52.429609858
PG 1314+041                                                       ,13 16 38.45        ,+03 48 18.3        
NOVA Oct 1911                                                 ,13 14 41           ,-87 31.5           
NN Cen                                                    ,13 14 15.4         ,-60 52 47          
